Año;Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la infromación facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
2024;45371;Hombre;España;Madrid;Con amigos;Residente;;10;;9;10;;Otros;;10;10;9;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;caminando;Residente;10;9;9;10;PIT de Callao;Residente;10;10
2024;45371;Hombre;Países Bajos;;En pareja;De 4 a 7 noches;;10;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;NS/NC;;10;No ha buscado información;10;NS/NC;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2024;45371;Hombre;España;Toledo;En pareja;3 noches;;9;familiares;10;9;;Los ha encontrado en su recorrido;;10;9;9;10;9;7;10;9;10;Sí;10;10;9;;10;Otros (Indicar);10;9;45-64;;Familia;7;9;9;10;PIT de Callao;Coche particular;9;9
2024;45371;Mujer;México;;En pareja;3 noches;;NS/NC;Tik tok;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;NS/NC;10;10;NS/NC;8;NS/NC;NS/NC;NS/NC;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);7;NS/NC;15-24;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT de Callao;Avión;10;10
2024;45371;Mujer;España;Madrid;Residente;Residente;;7;;NS/NC;NS/NC;;Los había visto anteriormente;;8;NS/NC;10;10;8;NS/NC;10;9;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;5;NS/NC;45-64;;Residente;10;10;NS/NC;10;PIT Palacio Real;Residente;NS/NC;NS/NC
2024;45371;Mujer;España;Madrid;Residente;Residente;;10;;10;4;;Los había visto anteriormente;;10;10;10;10;10;6;10;NS/NC;10;Sí;NS/NC;NS/NC;9;;10;No ha buscado información;7;NS/NC;25-44;;Residente;10;10;NS/NC;10;PIT Palacio Real;Residente;10;9
2024;45371;Hombre;Brasil;;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Estudios;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
2024;45371;Hombre;España;La Coruña;En pareja;3 noches;;9;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;9;10;10;10;10;10;Sí;8;9;NS/NC;;10;No ha buscado información;9;10;45-64;;Ocio, recreo y vacaciones;10;NS/NC;9;10;PIT del Aeropuerto T-4;Avión;10;7
2024;45371;Mujer;México;;En pareja;De 1 a 2 semanas;;10;madrid;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;10;9;10;10;8;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);9;10;45-64;;Cultura;9;8;10;10;PIT de CentroCentro;Avión;8;10
2024;45371;Mujer;España;Madrid;En pareja;Residente;;9;Google;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;8;9;9;7;8;9;10;Sí;7;7;8;;7;Internet/web (Indicar páginas);6;8;25-44;;Ocio, recreo y vacaciones;10;8;7;9;PIT Cuesta de Moyano;Autobús;8;6
2024;45371;Mujer;Francia;;En pareja;De 1 a 2 semanas;;8;madid;10;9;;Los había visto anteriormente;;8;8;10;9;10;9;9;9;8;Sí;9;9;9;;10;Internet/web (Indicar páginas);9;10;+65;;Cultura;10;9;9;8;PIT de CentroCentro;Coche particular;7;8
2024;45371;Mujer;España;Madrid;Sólo;Residente;;8;;8;9;;Los había visto anteriormente;;9;9;8;8;8;7;7;7;9;Sí;7;5;10;;6;No ha buscado información;5;10;45-64;;Residente;8;10;7;8;PIT Cuesta de Moyano;Residente;9;7
2024;45371;Mujer;España;Madrid;Sólo;Residente;;9;;9;7;;Tenía información previa de su ubicación;;10;10;10;10;9;8;9;10;10;Sí;8;9;10;;8;No ha buscado información;7;10;45-64;Ya los había visitado;Ocio, recreo y vacaciones;10;9;8;10;PIT Cuesta de Moyano;Tren;8;9
2024;45371;Mujer;España;Barcelona;Con amigos;1 noche;;9;Google;10;9;;Los ha encontrado en su recorrido;;9;10;9;9;8;8;10;9;10;Sí;8;8;10;;10;Teléfono;7;10;45-64;;Ocio, recreo y vacaciones;10;10;8;9;PIT Cuesta de Moyano;Tren;8;7
2024;45371;Hombre;España;Madrid;Sólo;Residente;;9;;9;9;;Los había visto anteriormente;;10;10;10;10;9;7;8;9;8;Sí;8;8;9;;9;No ha buscado información;1;9;25-44;;Residente;10;9;7;7;PIT de Estadio Santiago Bernabéu;Residente;10;8
2024;45371;Mujer;Estados Unidos;;En familia;2 noches;;8;Google, Tripadvisor, social media;10;9;;Los ha encontrado en su recorrido;;9;8;9;9;9;8;8;9;9;Sí;8;9;8;;8;Teléfono;7;10;25-44;;Ocio, recreo y vacaciones;8;8;7;9;PIT Cuesta de Moyano;Tren;8;7
2024;45371;Mujer;España;Tarragona;Sólo;De 4 a 7 noches;;8;;8;9;;Los había visto anteriormente;;9;9;9;9;8;10;9;9;8;Sí;9;9;9;;9;No ha buscado información;10;9;+65;;Ocio, recreo y vacaciones;9;9;9;7;PIT de Estadio Santiago Bernabéu;Tren;9;10
2024;45371;Mujer;España;Madrid;Sólo;Residente;;6;;10;8;;Los ha encontrado en su recorrido;;10;10;8;8;8;10;8;8;10;Sí;8;8;8;;10;No ha buscado información;8;10;+65;;Residente;10;8;8;10;PIT Palacio Real;Residente;8;8
2024;45371;Mujer;Argentina;;En pareja;De 2 semanas a 1 mes;;10;instagram;10;8;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);8;10;45-64;;Familia;10;10;10;10;PIT de Estadio Santiago Bernabéu;Avión;10;10
2024;45371;Hombre;España;Madrid;En familia;Residente;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;9;10;10;10;9;10;10;10;10;Sí;NS/NC;NS/NC;9;;10;No ha buscado información;10;10;45-64;;Residente;10;NS/NC;NS/NC;9;PIT del Aeropuerto T-4;Residente;10;9
2024;45371;Hombre;España;Madrid;Sólo;1 noche;;8;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;9;10;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;9;10;25-44;;Tránsito;10;NS/NC;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;6
2024;45371;Hombre;Colombia;;En pareja;De 4 a 7 noches;;1;Vino en otra ocasión;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;1;10;10;8;10;Sí;10;9;10;;10;Otros (Indicar);9;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;8
2024;45371;Mujer;Brasil;;En familia;De 2 semanas a 1 mes;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;9;10;10;9;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;9;No ha buscado información;9;NS/NC;45-64;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;9;PIT del Aeropuerto T-4;Avión;10;9
2024;45371;Mujer;Italia;;En pareja;3 noches;;8;familiares y amigos;8;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;9;9;8;Sí;NS/NC;NS/NC;9;;9;Otros (Indicar);8;9;45-64;;Ocio, recreo y vacaciones;9;9;NS/NC;8;PIT de Atocha;Avión;9;9
2024;45371;Mujer;España;Jaén;Sólo;Excursionista;;9;;8;8;;Los ha encontrado en su recorrido;;9;10;9;9;9;9;9;9;9;Sí;8;8;9;;9;Teléfono;6;10;45-64;;Negocios;10;9;8;9;PIT Cuesta de Moyano;Tren;8;8
2024;45371;Hombre;Francia;;En pareja;2 noches;;7;esmadrid;8;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;8;8;8;9;8;Sí;NS/NC;NS/NC;9;;9;Internet/web (Indicar páginas);NS/NC;7;+65;;Ocio, recreo y vacaciones;9;9;NS/NC;8;PIT de Atocha;Avión;9;9
2024;45371;Mujer;España;Madrid;Residente;Residente;;5;;10;NS/NC;;Los había visto anteriormente;;10;10;1;1;5;8;10;7;10;Sí;10;10;9;;NS/NC;No ha buscado información;6;5;45-64;;Residente;10;1;10;10;PIT Palacio Real;Residente;NS/NC;10
2024;45371;Mujer;España;Navarra;En pareja;2 noches;;8;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;8;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;9;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;NS/NC;8
2024;45371;Hombre;Marruecos;;En pareja;1 noche;;9;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;No ha buscado información;9;10;25-44;;Tránsito;10;NS/NC;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;9
2024;45371;Mujer;Argentina;;Sólo;1 noche;;8;Google, civitatis, web oficial del museo del prado;9;NS/NC;;Los ha encontrado en su recorrido;;9;10;9;9;9;7;9;9;9;Sí;7;8;9;;9;Internet/web (Indicar páginas);7;10;25-44;;Ocio, recreo y vacaciones;9;9;8;9;PIT Cuesta de Moyano;Tren;9;7
2024;45371;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT de Estadio Santiago Bernabéu;Residente;10;10
2024;45371;Hombre;México;;En familia;De 1 a 2 semanas;;10;Blog viaje;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;8;10;10;Sí;8;8;10;;10;Otros (Indicar);6;10;45-64;;Ocio, recreo y vacaciones;10;10;8;8;PIT de Estadio Santiago Bernabéu;Avión;10;8
2024;45371;Mujer;España;Ciudad Real;En familia;Excursionista;;7;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;7;10;10;10;10;Sí;10;10;NS/NC;;NS/NC;No ha buscado información;10;10;+65;;Cultura;10;10;10;10;PIT Palacio Real;Tren;NS/NC;10
2024;45371;Hombre;Italia;;En pareja;3 noches;;1;;8;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;8;7;7;8;7;8;Sí;NS/NC;NS/NC;6;;8;No ha buscado información;5;3;25-44;;Ocio, recreo y vacaciones;8;8;NS/NC;8;PIT del Aeropuerto T-2;Avión;8;8
2024;45371;Mujer;España;Vizcaya;En pareja;De 4 a 7 noches;;10;;10;NS/NC;;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;se lo dijo su hija que es residente;Familia;10;10;10;10;PIT de Estadio Santiago Bernabéu;Coche particular;10;10
2024;45371;Hombre;México;;Sólo;3 noches;;8;instangram;7;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;8;6;8;7;8;8;Sí;NS/NC;NS/NC;7;;7;Otros (Indicar);4;7;15-24;;Ocio, recreo y vacaciones;8;7;NS/NC;8;PIT del Aeropuerto T-2;Avión;8;7
2024;45371;Mujer;Países Bajos;;Sólo;2 noches;;4;Blogs, RRSS;10;NS/NC;;Tenía información previa de su ubicación;;10;10;10;10;5;10;10;8;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;Encontrado en Google Maps;Ocio, recreo y vacaciones;10;10;8;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
2024;45371;Hombre;España;Barcelona;Sólo;2 noches;;1;;5;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;8;7;7;7;7;8;Sí;NS/NC;NS/NC;7;;7;No ha buscado información;5;7;45-64;;Negocios;8;7;NS/NC;8;PIT del Aeropuerto T-2;Avión;8;7
2024;45371;Mujer;España;Santa Cruz de Tenerife;En familia;De 4 a 7 noches;;1;amigos;5;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;8;7;7;8;8;8;Sí;NS/NC;NS/NC;8;;7;Otros (Indicar);7;8;25-44;;Ocio, recreo y vacaciones;8;8;NS/NC;8;PIT del Aeropuerto T-2;Avión;8;8
2024;45371;Hombre;España;Santa Cruz de Tenerife;Sólo;2 noches;;9;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;10;Sí;NS/NC;NS/NC;10;;9;No ha buscado información;8;10;+65;;Negocios;10;9;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;10
2024;45371;Mujer;España;Barcelona;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;9;10;10;8;9;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;Centro de Turismo de la Plaza Mayor;Tren;10;9
2024;45371;Mujer;España;Madrid;Sólo;Residente;;10;;10;9;;Los ha encontrado en su recorrido;;9;9;9;10;10;8;10;6;10;Sí;10;5;6;;7;No ha buscado información;7;10;45-64;;Residente;10;9;10;8;PIT Cuesta de Moyano;Residente;9;10
2024;45371;Hombre;España;Madrid;En pareja;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;7;10;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;10;10;+65;;Residente;10;10;NS/NC;10;PIT Palacio Real;Residente;10;10
2024;45371;Mujer;España;Toledo;Sólo;Excursionista;;9;;9;8;;Los había visto anteriormente;;10;10;10;8;8;10;9;9;8;Sí;9;10;10;;10;No ha buscado información;7;10;+65;;Cultura;10;10;9;10;PIT de CentroCentro;Tren;7;10
2024;45371;Hombre;España;Madrid;Sólo;Residente;;1;;8;NS/NC;;Los había visto anteriormente;;8;8;8;8;8;8;7;8;8;Sí;NS/NC;NS/NC;6;;8;No ha buscado información;7;8;45-64;;Residente;8;8;NS/NC;8;PIT del Aeropuerto T-2;Residente;8;7
2024;45371;Hombre;España;Cáceres;Sólo;De 1 a 3 meses;;8;;10;10;;Los ha encontrado en su recorrido;;9;9;9;9;10;9;9;10;9;Sí;9;10;10;;10;No ha buscado información;9;10;+65;;Cultura;10;10;9;8;PIT Palacio Real;Tren;10;10
2024;45371;Hombre;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;NS/NC;10;Sí;10;10;7;;6;No ha buscado información;7;7;+65;;Residente;10;7;10;10;PIT Palacio Real;Residente;NS/NC;10
2024;45371;Hombre;España;Islas Baleares;Con amigos;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT Faro de Moncloa;Tren;10;10
2024;45371;Mujer;Francia;;En pareja;3 noches;;10;Tripadvisor;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);10;5;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
2024;45371;Hombre;Uruguay;;En familia;De 4 a 7 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;8;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;8;PIT Palacio Real;Avión;10;8
2024;45371;Hombre;Canadá;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;NS/NC;NS/NC;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;NS/NC;10;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;Centro de Turismo de la Plaza Mayor;Avión;10;9
2024;45371;Mujer;México;;Grupo Organizado;De 1 a 2 semanas;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;Centro de Turismo de la Plaza Mayor;Avión;10;NS/NC
2024;45371;Hombre;Brasil;;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
2024;45371;Hombre;España;Madrid;Residente;Residente;;10;;10;8;;Los había visto anteriormente;;10;10;9;9;10;9;10;10;10;Sí;10;10;10;;10;No ha buscado información;9;10;+65;;Residente;10;10;9;10;PIT de CentroCentro;Residente;7;9
2024;45371;Hombre;España;Madrid;Residente;Residente;;1;;7;NS/NC;;Los ha encontrado en su recorrido;;7;8;8;8;7;8;8;7;6;Sí;NS/NC;NS/NC;7;;7;No ha buscado información;6;7;+65;;Residente;8;7;NS/NC;7;PIT del Aeropuerto T-2;Residente;8;7
2024;45371;Mujer;Italia;;En pareja;De 4 a 7 noches;;10;;10;9;;Los había visto anteriormente;;10;10;10;9;10;NS/NC;8;10;9;Sí;NS/NC;4;10;;10;Guías turísticas publicadas sobre la ciudad;4;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;Centro de Turismo de la Plaza Mayor;Avión;10;6
2024;45372;Hombre;España;Valladolid;Sólo;Excursionista;;5;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;6;5;3;7;4;Sí;1;3;7;;7;No ha buscado información;3;7;25-44;;Tránsito;10;7;1;4;PIT del Aeropuerto T-4;Avión;10;4
2024;45372;Mujer;España;Navarra;En pareja;Excursionista;;4;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;4;4;5;8;4;Sí;4;4;7;;6;No ha buscado información;4;6;25-44;;Tránsito;10;5;3;6;PIT del Aeropuerto T-4;Avión;10;4
2024;45372;Hombre;Hungría;;En pareja;3 noches;;8;;8;7;;Los ha encontrado en su recorrido;;8;8;8;8;8;8;8;8;8;Sí;NS/NC;8;8;;8;Guías turísticas publicadas sobre la ciudad;8;8;45-64;;Ocio, recreo y vacaciones;8;8;NS/NC;8;PIT del Aeropuerto T-2;Avión;8;8
2024;45372;Mujer;Argentina;;Sólo;3 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;NS/NC;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
2024;45372;Mujer;Polonia;;Grupo Organizado;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2024;45372;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
2024;45372;Hombre;España;Granada;En pareja;Excursionista;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;8;9;8;9;8;9;Sí;NS/NC;NS/NC;8;;9;Guías turísticas publicadas sobre la ciudad;8;8;25-44;;Tránsito;8;8;NS/NC;8;PIT del Aeropuerto T-2;Avión;9;8
2024;45372;Hombre;España;Madrid;Residente;Residente;;5;;9;NS/NC;;Los había visto anteriormente;;10;10;10;10;5;4;4;9;5;Sí;3;4;8;;6;No ha buscado información;4;10;45-64;;Residente;10;10;4;4;PIT del Aeropuerto T-4;Residente;10;4
2024;45372;Hombre;Italia;;En pareja;3 noches;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
2024;45372;Mujer;España;Sevilla;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;15-24;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
2024;45372;Mujer;Francia;;Con amigos;3 noches;;3;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;7;8;8;8;8;Sí;8;8;8;;8;No ha buscado información;7;5;+65;;Ocio, recreo y vacaciones;9;8;8;8;Centro de Turismo de la Plaza Mayor;Avión;9;8
2024;45372;Mujer;España;Las Palmas;Con amigos;De 4 a 7 noches;;8;esmadrid;8;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;9;8;8;8;9;9;Sí;NS/NC;NS/NC;8;;8;Internet/web (Indicar páginas);8;8;25-44;;Negocios;8;7;NS/NC;8;PIT del Aeropuerto T-2;Avión;9;8
2024;45372;Hombre;España;Madrid;Residente;Residente;;3;;NS/NC;9;;Los había visto anteriormente;;9;9;9;9;7;8;9;9;8;Sí;9;6;8;;8;No ha buscado información;8;10;+65;;Residente;10;8;7;8;PIT Cuesta de Moyano;Residente;9;8
2024;45372;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
2024;45372;Hombre;España;Burgos;Sólo;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Autobús;10;10
2024;45372;Mujer;Colombia;;En pareja;De 1 a 2 semanas;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;5;6;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;25-44;;Ocio, recreo y vacaciones;10;10;5;5;PIT del Aeropuerto T-4;Avión;10;5
2024;45372;Hombre;España;Barcelona;En pareja;2 noches;;9;;8;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;8;8;9;Sí;7;8;9;;9;Teléfono;7;9;25-44;;Ocio, recreo y vacaciones;9;8;7;9;PIT Cuesta de Moyano;Tren;8;8
2024;45372;Mujer;España;Madrid;Residente;Residente;;3;;NS/NC;9;;Los había visto anteriormente;;9;9;9;9;7;8;8;9;8;Sí;8;8;8;;8;No ha buscado información;7;9;+65;;Residente;9;8;8;9;PIT Palacio Real;Residente;9;8
2024;45372;Hombre;Marruecos;;Sólo;De 4 a 7 noches;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;8;8;7;8;8;8;Sí;NS/NC;NS/NC;9;;8;No ha buscado información;8;9;25-44;;Familia;9;8;NS/NC;8;PIT del Aeropuerto T-2;Avión;8;8
2024;45372;Mujer;Colombia;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;10;Sí;9;9;10;;10;No ha buscado información;3;10;25-44;;Ocio, recreo y vacaciones;10;10;9;9;PIT Palacio Real;Avión;10;9
2024;45372;Mujer;España;Guadalajara;Con amigos;De 4 a 7 noches;;7;;10;10;;Los ha encontrado en su recorrido;;10;10;10;9;7;8;8;10;10;Sí;9;9;9;;9;No ha buscado información;4;9;25-44;;Ocio, recreo y vacaciones;10;9;9;9;PIT Palacio Real;Autobús;10;9
2024;45372;Mujer;España;Navarra;En pareja;2 noches;;10;;9;9;;Los ha encontrado en su recorrido;;10;9;9;9;9;9;10;10;10;Sí;10;10;9;;9;No ha buscado información;6;9;25-44;;Ocio, recreo y vacaciones;9;9;10;10;PIT Palacio Real;Tren;9;10
2024;45372;Hombre;Australia;;Con amigos;De 4 a 7 noches;;3;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;7;8;8;9;9;Sí;8;8;9;;9;Guías turísticas publicadas sobre la ciudad;8;9;+65;;Ocio, recreo y vacaciones;9;9;8;9;Centro de Turismo de la Plaza Mayor;Avión;9;8
2024;45372;Hombre;Argentina;;En pareja;De 4 a 7 noches;;10;amigos;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Avión;10;10
2024;45372;Mujer;España;Zaragoza;En pareja;3 noches;;8;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;9;7;10;;9;Teléfono;8;10;25-44;;Ocio, recreo y vacaciones;10;10;9;10;PIT Cuesta de Moyano;Tren;10;10
2024;45372;Mujer;España;;Con amigos;Residente;;7;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;10;9;10;Sí;9;7;10;;10;Teléfono;9;10;+65;;Ocio, recreo y vacaciones;10;10;9;9;PIT Cuesta de Moyano;Autobús;10;8
2024;45372;Hombre;España;Ciudad Real;En pareja;1 noche;;8;;10;NS/NC;;Los ha encontrado en su recorrido;;9;10;10;10;10;9;8;9;10;Sí;8;7;10;;9;Teléfono;7;10;+65;;Ocio, recreo y vacaciones;10;10;8;10;PIT Cuesta de Moyano;Coche particular;9;8
2024;45372;Hombre;España;;Sólo;Residente;;8;;10;NS/NC;;Los había visto anteriormente;;10;10;9;8;8;8;8;9;8;Sí;8;7;9;;9;Teléfono;7;10;45-64;;Residente;10;9;7;8;PIT Cuesta de Moyano;Residente;8;6
2024;45372;Mujer;España;Madrid;Residente;Residente;;10;;9;10;;Los había visto anteriormente;;9;9;9;9;9;9;9;10;10;Sí;9;9;9;;9;No ha buscado información;8;9;25-44;;Residente;9;9;9;8;PIT de Estadio Santiago Bernabéu;Residente;9;9
2024;45372;Mujer;España;Madrid;Residente;Residente;;8;;8;8;;Los ha encontrado en su recorrido;;8;8;8;8;8;7;9;9;8;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;6;8;45-64;;Residente;8;8;NS/NC;8;PIT del Aeropuerto T-2;Residente;8;8
